,hoststar,refstar,hoststar_err,refstar_err,image
0,593938.370509,640930.919048,434.549464545,451.170827848,ABxo2b.0002.fits
1,596568.389895,644006.815751,435.485122451,452.226539057,ABxo2b.0010.fits
2,660046.371044,712896.897577,457.755755429,475.496942577,ABxo2b.0018.fits
3,672311.259038,729283.765266,461.864574567,480.800984306,ABxo2b.0030.fits
4,666135.509915,718866.717799,459.757351288,477.388111754,ABxo2b.0042.fits
5,672611.719614,727541.285385,461.936420703,480.202292388,ABxo2b.0056.fits
6,642671.316368,698887.442901,451.595359657,470.688496857,ABxo2b.0066.fits
7,554776.978202,606848.893136,419.960312812,438.951434738,ABxo2b.0078.fits
8,646187.102612,707650.33416,452.727583435,473.518041959,ABxo2b.0092.fits
9,653444.722497,717994.568764,455.163844183,476.85586695,ABxo2b.0116.fits
10,646382.033897,707212.876293,452.77165988,473.351816684,ABxo2b.0136.fits
11,696974.579872,762701.406108,469.893262036,491.317369739,ABxo2b.0154.fits
12,677560.797211,740678.821092,463.321441328,484.193816679,ABxo2b.0170.fits
13,639368.283174,691470.981994,450.201950846,467.966753323,ABxo2b.0182.fits
14,732205.620317,791904.84603,481.427561113,500.471286172,ABxo2b.0194.fits
15,738492.882317,796906.752666,483.48230167,502.047956988,ABxo2b.0202.fits
16,709362.672789,768002.079294,473.930648549,492.928589935,ABxo2b.0212.fits
17,702664.706323,759143.136804,471.688868447,490.085560461,ABxo2b.0228.fits
18,658451.772135,710804.060153,456.774785599,474.383263921,ABxo2b.0242.fits
19,688918.336753,743358.410617,467.104613065,485.014705778,ABxo2b.0254.fits
20,686236.479063,739259.904423,466.171763282,483.654894664,ABxo2b.0262.fits
