,hoststar,refstar,hoststar_err,refstar_err,image
0,520571.501744,562294.80142,406.147017679,421.93432169,ABxo2b.0002.fits
1,522983.157087,564658.035515,407.068096563,422.803000551,ABxo2b.0010.fits
2,610852.588255,659924.962986,439.597215205,456.751426449,ABxo2b.0018.fits
3,627060.670341,680467.847569,445.289067821,463.700771377,ABxo2b.0030.fits
4,611474.956077,659335.45025,439.764132384,456.49834455,ABxo2b.0042.fits
5,618813.425653,668570.213807,442.355576655,459.640428373,ABxo2b.0056.fits
6,572980.422661,623084.559228,425.757991226,443.810332337,ABxo2b.0066.fits
7,462415.918029,505978.111233,382.880809176,400.307020226,ABxo2b.0078.fits
8,575715.40653,630178.133377,426.702441501,446.252174955,ABxo2b.0092.fits
9,581562.066267,638831.396428,428.795459349,449.228802379,ABxo2b.0116.fits
10,564134.1858,616501.098723,422.410179845,441.406865976,ABxo2b.0136.fits
11,636281.675134,696019.866666,448.336458983,468.748317957,ABxo2b.0154.fits
12,595641.229428,650878.355815,433.859617919,453.369245488,ABxo2b.0170.fits
13,546594.865741,590148.396952,415.753354942,431.844039499,ABxo2b.0182.fits
14,674722.101269,728916.051502,461.528094428,479.569129363,ABxo2b.0194.fits
15,686075.841858,738581.407473,465.376385316,482.726528522,ABxo2b.0202.fits
16,634893.959071,687202.24897,447.796722029,465.736187746,ABxo2b.0212.fits
17,612456.930707,658979.83224,439.857766886,456.126376457,ABxo2b.0228.fits
18,550423.874577,593228.569621,417.177674482,432.949818966,ABxo2b.0242.fits
19,595767.906241,641199.034799,433.87430741,449.977519028,ABxo2b.0254.fits
20,575227.589011,615660.717541,426.365984011,440.967520111,ABxo2b.0262.fits
