,hoststar,refstar,hoststar_err,refstar_err,image
0,645140.450707,696124.851671,454.031157482,471.288768093,ABxo2b.0002.fits
1,648274.970313,700109.868961,455.095168814,472.595845696,ABxo2b.0010.fits
2,689307.857918,744609.212334,469.004964227,487.119995024,ABxo2b.0018.fits
3,700292.406957,759694.032895,472.5583312,491.852846694,ABxo2b.0030.fits
4,701162.080687,757421.843413,472.837155962,491.121211216,ABxo2b.0042.fits
5,707753.911654,766007.974413,474.983441198,493.817224708,ABxo2b.0056.fits
6,690640.465474,750978.27078,469.206014064,488.926637411,ABxo2b.0066.fits
7,629746.804068,688884.873733,448.372464043,468.571255731,ABxo2b.0078.fits
8,695543.373915,761445.144793,470.718367575,492.157727175,ABxo2b.0092.fits
9,703115.882713,772771.839737,473.134438621,495.646879334,ABxo2b.0116.fits
10,702818.080783,769827.152014,473.101367771,494.789698798,ABxo2b.0136.fits
11,734916.52726,804021.364942,483.523734331,505.412693424,ABxo2b.0154.fits
12,729002.902345,797492.591046,481.530792955,503.317214479,ABxo2b.0170.fits
13,706170.959944,763752.360802,474.021406481,492.660463744,ABxo2b.0182.fits
14,762926.389904,825579.967478,492.412784761,511.945407239,ABxo2b.0194.fits
15,765946.013143,827129.599953,493.390510723,512.437808398,ABxo2b.0202.fits
16,751285.143694,813489.602595,488.691060536,508.230461927,ABxo2b.0212.fits
17,751190.258149,813183.051567,488.630155933,508.110260409,ABxo2b.0228.fits
18,728558.994467,787645.560639,481.335341616,500.183765677,ABxo2b.0242.fits
19,742978.736461,803260.659479,485.997287727,505.04539078,ABxo2b.0254.fits
20,745251.171719,805599.166128,486.684353788,505.723403751,ABxo2b.0262.fits
