,hoststar,refstar,hoststar_err,refstar_err,image
0,609623.076204,657920.733238,440.50220671,457.353441614,ABxo2b.0002.fits
1,612378.348886,661131.85091,441.468432492,458.439886221,ABxo2b.0010.fits
2,669385.648377,722995.196492,461.2573218,479.115951284,ABxo2b.0018.fits
3,681205.372855,738856.57482,465.177407213,484.202929918,ABxo2b.0030.fits
4,677186.086591,730957.079164,463.813848983,481.63365971,ABxo2b.0042.fits
5,683621.241655,739538.788252,465.957558533,484.390333915,ABxo2b.0056.fits
6,657437.320088,715007.302983,456.990582436,476.311468769,ABxo2b.0066.fits
7,576587.874716,630804.672257,428.339889979,447.725174476,ABxo2b.0078.fits
8,661272.919109,724105.579042,458.209461951,479.208839759,ABxo2b.0092.fits
9,668698.744671,734950.122977,460.666376965,482.661733785,ABxo2b.0116.fits
10,663787.098654,726626.731921,459.043036597,480.009307284,ABxo2b.0136.fits
11,709023.643518,775855.861787,474.164671739,495.752482331,ABxo2b.0154.fits
12,693864.543347,758767.597142,469.071186657,490.268503937,ABxo2b.0170.fits
13,659774.280457,713618.320655,457.523140485,475.585903444,ABxo2b.0182.fits
14,742428.84036,803071.695836,484.99970293,504.200179839,ABxo2b.0194.fits
15,747667.727925,806944.073177,486.703189491,505.416431167,ABxo2b.0202.fits
16,723162.020307,782941.89086,478.730991556,497.903273287,ABxo2b.0212.fits
17,719096.240183,777386.252242,477.374491471,496.131532619,ABxo2b.0228.fits
18,681048.596738,735470.348123,464.72929272,482.717983108,ABxo2b.0242.fits
19,706726.211724,763052.362886,473.3020026,491.58631502,ABxo2b.0254.fits
20,706462.2617,761901.891076,473.179516382,491.182738686,ABxo2b.0262.fits
