,hoststar,refstar,hoststar_err,refstar_err,image
0,641206.538728,691953.590948,452.51967343,469.754131321,ABxo2b.0002.fits
1,644301.134519,695820.323495,453.574017355,471.026683106,ABxo2b.0010.fits
2,687159.228321,742307.308422,468.140915519,486.239296462,ABxo2b.0018.fits
3,698230.706032,757462.41039,471.733300287,491.006475776,ABxo2b.0030.fits
4,698557.132041,754577.505288,471.832522708,490.077904284,ABxo2b.0042.fits
5,705136.423602,763135.846909,473.980403273,492.772079233,ABxo2b.0056.fits
6,686980.69114,747059.083315,467.844912386,487.537906535,ABxo2b.0066.fits
7,623577.036578,682234.733538,446.067907733,466.205706838,ABxo2b.0078.fits
8,691744.415152,757337.296744,469.31948198,490.721856573,ABxo2b.0092.fits
9,699331.691317,768657.009565,471.75109984,494.222622871,ABxo2b.0116.fits
10,698508.100042,765168.051585,471.540889004,493.187398027,ABxo2b.0136.fits
11,732155.092258,801055.554145,482.503651196,504.373933127,ABxo2b.0154.fits
12,725238.580674,793465.0943,480.181764368,501.945047277,ABxo2b.0170.fits
13,701078.986788,758283.236263,472.211140906,490.79966926,ABxo2b.0182.fits
14,760814.551593,823281.722135,491.62206124,511.128526736,ABxo2b.0194.fits
15,764066.769788,825058.774847,492.674749435,511.690747158,ABxo2b.0202.fits
16,748383.005113,810360.971521,487.640422686,507.151019291,ABxo2b.0212.fits
17,747997.824172,809622.631356,487.487126176,506.897968768,ABxo2b.0228.fits
18,723662.197976,782263.910637,479.617595739,498.379298751,ABxo2b.0242.fits
19,739262.37039,799189.524151,484.678364676,503.666636255,ABxo2b.0254.fits
20,741437.747074,801378.010113,485.337537592,504.301529681,ABxo2b.0262.fits
