,hoststar,refstar,hoststar_err,refstar_err,image
0,625780.939701,675212.080846,446.62969985,463.640037623,ABxo2b.0002.fits
1,628675.173684,678682.790234,447.629751665,464.797754491,ABxo2b.0010.fits
2,678629.423484,732943.313809,464.784348152,482.739656578,ABxo2b.0018.fits
3,689984.572934,748433.284231,468.509657156,487.660213212,ABxo2b.0030.fits
4,688154.494319,743057.16903,467.888848295,485.923199855,ABxo2b.0042.fits
5,694617.711044,751596.43497,470.020080591,488.63854037,ABxo2b.0056.fits
6,672516.685837,731369.70572,462.508561861,482.023568727,ABxo2b.0066.fits
7,600049.919099,656328.975483,437.23452192,456.948152738,ABxo2b.0078.fits
8,676760.539138,740929.774746,463.839103563,485.025183892,ABxo2b.0092.fits
9,684324.287195,752136.526661,466.303205983,488.543075667,ABxo2b.0116.fits
10,681472.151942,746310.06287,465.400017949,486.734709306,ABxo2b.0136.fits
11,721033.42929,788876.427377,478.456886447,500.174669653,ABxo2b.0154.fits
12,710167.562919,776709.964221,474.821950643,496.290131772,ABxo2b.0170.fits
13,680714.917032,736374.8269,464.981291683,483.351087284,ABxo2b.0182.fits
14,752140.046092,813661.629446,488.449602762,507.788747193,ABxo2b.0194.fits
15,756335.837428,816455.590343,489.809084522,508.665959697,ABxo2b.0202.fits
16,736399.811406,797289.28463,483.370439047,502.709824009,ABxo2b.0212.fits
17,734496.502015,794522.954632,482.726728028,501.824578963,ABxo2b.0228.fits
18,703335.009859,759855.467223,472.517145681,490.888539305,ABxo2b.0242.fits
19,723811.051449,782101.832732,479.251818048,497.934356959,ABxo2b.0254.fits
20,725218.299285,783058.636201,479.672901419,498.194813003,ABxo2b.0262.fits
