,hoststar,refstar,hoststar_err,refstar_err,image
0,504050.14296,544332.305558,399.54919307,415.043906012,ABxo2b.0002.fits
1,506326.521402,546546.269623,400.433168654,415.871372979,ABxo2b.0010.fits
2,598458.203375,646466.316759,434.999355794,451.959638718,ABxo2b.0018.fits
3,615757.680738,668106.170273,441.142419149,459.359635697,ABxo2b.0030.fits
4,598220.080679,644800.969705,434.862289765,451.334376428,ABxo2b.0042.fits
5,605813.345981,654172.818142,437.575332795,454.560824231,ABxo2b.0056.fits
6,556883.468564,605438.659185,419.637863966,437.388621779,ABxo2b.0066.fits
7,443215.152959,484875.725765,374.76894855,391.796185652,ABxo2b.0078.fits
8,559515.685501,612301.47854,420.562564249,439.788306262,ABxo2b.0092.fits
9,565025.940243,620559.306463,422.56509168,442.672509737,ABxo2b.0116.fits
10,545342.053525,595605.437733,415.230881851,433.782691376,ABxo2b.0136.fits
11,621465.338832,679632.539659,442.991482733,463.107925593,ABxo2b.0154.fits
12,576199.396192,629449.202225,426.640921104,445.768413225,ABxo2b.0170.fits
13,525967.993777,567448.748424,407.760118618,423.388830983,ABxo2b.0182.fits
14,659393.64523,712093.309404,456.165765392,473.917656339,ABxo2b.0194.fits
15,671615.021868,722412.300377,460.353760878,477.326455315,ABxo2b.0202.fits
16,616052.270757,666490.615477,441.021173088,458.587502293,ABxo2b.0212.fits
17,589454.159497,633322.939005,431.450175531,447.095343332,ABxo2b.0228.fits
18,526111.775593,566735.298412,407.79959349,423.114488093,ABxo2b.0242.fits
19,573074.935841,616150.717451,425.462272755,441.036657368,ABxo2b.0254.fits
20,547829.497548,585155.440548,416.035776894,429.856891246,ABxo2b.0262.fits
