,hoststar,refstar,hoststar_err,refstar_err,image
0,661561.388622,713893.515655,460.449564474,477.9148056,ABxo2b.0002.fits
1,664855.7817,718272.075772,461.550064294,479.329539761,ABxo2b.0010.fits
2,698065.778678,754208.223765,472.682243354,490.927174762,ABxo2b.0018.fits
3,708854.938392,769012.455194,476.124949162,495.517180336,ABxo2b.0030.fits
4,711972.633597,769287.081842,477.138958879,495.59577677,ABxo2b.0042.fits
5,718815.124395,778056.851335,479.34173184,498.318604465,ABxo2b.0056.fits
6,705903.150775,767598.9744,474.988358644,494.904999775,ABxo2b.0066.fits
7,656365.526606,718029.129876,458.314657374,478.917474334,ABxo2b.0078.fits
8,711353.748662,778853.234647,476.640126928,498.324409566,ABxo2b.0092.fits
9,718906.562662,790242.583009,479.00184901,501.771105805,ABxo2b.0116.fits
10,720599.290149,789469.27131,479.632063881,501.616962567,ABxo2b.0136.fits
11,746252.960187,816344.796964,487.831831337,509.836335093,ABxo2b.0154.fits
12,744099.25703,814148.324424,487.054857924,509.082505363,ABxo2b.0170.fits
13,727486.726622,787024.123074,481.656645857,500.617925134,ABxo2b.0182.fits
14,771339.339882,834910.875292,495.700653958,515.383749897,ABxo2b.0194.fits
15,773442.321909,835527.73713,496.385738398,515.592694873,ABxo2b.0202.fits
16,762892.171685,826095.109038,493.019921266,512.695889542,ABxo2b.0212.fits
17,763945.196614,827224.446509,493.318849027,513.010912492,ABxo2b.0228.fits
18,748072.99763,809141.915481,488.272535502,507.471592411,ABxo2b.0242.fits
19,757815.698765,819583.274704,491.377167732,510.677074482,ABxo2b.0254.fits
20,759895.357529,822040.871603,491.987086424,511.375550687,ABxo2b.0262.fits
