,hoststar,refstar,hoststar_err,refstar_err,image
0,515202.829347,556443.068428,404.012674576,419.700066562,ABxo2b.0002.fits
1,517575.852386,558763.194952,404.923878161,420.557512508,ABxo2b.0010.fits
2,606901.057154,655594.19287,438.133637375,455.212630226,ABxo2b.0018.fits
3,623430.211815,676507.877702,443.958930749,462.312065546,ABxo2b.0030.fits
4,607192.999428,654671.473629,438.184373848,454.845214111,ABxo2b.0042.fits
5,614603.00747,663965.128379,440.810974128,458.019259818,ABxo2b.0056.fits
6,567758.273825,617364.188903,423.780175073,441.736834399,ABxo2b.0066.fits
7,456111.316585,499051.295774,380.234772267,397.531926414,ABxo2b.0078.fits
8,570457.643371,624387.930558,424.71748778,444.166913704,ABxo2b.0092.fits
9,576195.614566,632915.192465,426.781618522,447.114630217,ABxo2b.0116.fits
10,558026.138092,609741.206965,420.088269727,438.952892005,ABxo2b.0136.fits
11,631501.269668,690760.730083,446.616894432,466.943437593,ABxo2b.0154.fits
12,589358.437413,643949.33292,431.538054337,450.923696108,ABxo2b.0170.fits
13,539842.392265,582809.823627,413.152220472,429.126826747,ABxo2b.0182.fits
14,669826.112966,723572.50174,459.819818349,477.778820949,ABxo2b.0194.fits
15,681475.945349,733479.578764,463.782144855,481.026514257,ABxo2b.0202.fits
16,628828.258075,680593.529582,445.624653244,463.464822264,ABxo2b.0212.fits
17,605020.48832,650805.043118,437.155504414,453.266029507,ABxo2b.0228.fits
18,542487.724756,584612.309092,414.138168683,429.774149009,ABxo2b.0242.fits
19,588396.365835,633186.715016,431.15802682,447.134720212,ABxo2b.0254.fits
20,566336.900124,605832.133892,423.039692374,437.416560735,ABxo2b.0262.fits
