,hoststar,refstar,hoststar_err,refstar_err,image
0,535961.875701,578899.208366,412.216214243,428.22360155,ABxo2b.0002.fits
1,538442.305363,581366.458717,413.14917975,429.116885165,ABxo2b.0010.fits
2,621879.042588,672043.628839,443.670640327,461.044042333,ABxo2b.0018.fits
3,637183.614081,691455.959491,448.991634748,467.547074302,ABxo2b.0030.fits
4,623506.5189,672380.6946,444.186460033,461.104346297,ABxo2b.0042.fits
5,630617.912713,681478.2382,446.671269191,464.167502614,ABxo2b.0056.fits
6,587837.155317,639257.812072,431.346916479,449.633063887,ABxo2b.0066.fits
7,480765.30965,526072.761846,390.489289788,408.260151466,ABxo2b.0078.fits
8,590667.063945,646606.100393,432.308710196,452.127286905,ABxo2b.0092.fits
9,596832.402974,655623.054619,434.485777432,455.186572676,ABxo2b.0116.fits
10,581518.293249,635858.693299,428.961058699,448.369700931,ABxo2b.0136.fits
11,649695.61418,710853.812217,453.13893723,473.813102774,ABxo2b.0154.fits
12,613410.054415,670686.606984,440.370436255,460.298210045,ABxo2b.0170.fits
13,565918.744355,611252.556931,423.118915803,439.573585159,ABxo2b.0182.fits
14,688176.785386,743789.761442,466.204282435,484.52946712,ABxo2b.0194.fits
15,698589.527187,752663.53681,469.70104942,487.400954315,ABxo2b.0202.fits
16,651781.830583,705725.229086,453.802063356,472.055536684,ABxo2b.0212.fits
17,633147.670786,681863.98767,447.303365737,464.051392524,ABxo2b.0228.fits
18,573171.263061,618101.060131,425.779352169,441.99745925,ABxo2b.0242.fits
19,616514.208723,663830.595231,441.440905551,457.922701184,ABxo2b.0254.fits
20,600277.640527,643524.60333,435.612950618,450.892752251,ABxo2b.0262.fits
