,hoststar,refstar,hoststar_err,refstar_err,image
0,620681.608596,669789.092336,444.694870178,461.66709521,ABxo2b.0002.fits
1,623527.162253,673156.591361,445.682691689,462.795331896,ABxo2b.0010.fits
2,675747.573265,729858.830437,463.676443598,481.607636004,ABxo2b.0018.fits
3,687239.083853,745441.75547,467.459673804,486.572745578,ABxo2b.0030.fits
4,684715.156575,739267.605082,466.604766605,484.574004938,ABxo2b.0042.fits
5,691155.016326,747811.195219,468.735134958,487.299454966,ABxo2b.0056.fits
6,667753.322373,726243.516301,460.763600759,480.231763673,ABxo2b.0066.fits
7,592530.967084,648189.382136,434.396155254,454.019396906,ABxo2b.0078.fits
8,671859.85131,735629.30291,462.056614466,483.191688407,ABxo2b.0092.fits
9,679380.540817,746755.575428,464.518888937,486.700362998,ABxo2b.0116.fits
10,675897.04247,740149.861424,463.396564204,484.630703896,ABxo2b.0136.fits
11,717278.585624,784826.900837,477.109814769,498.79417539,ABxo2b.0154.fits
12,705078.023516,771163.475996,473.024849621,494.426661059,ABxo2b.0170.fits
13,674077.012052,729190.791982,462.62234186,480.905348632,ABxo2b.0182.fits
14,749148.754576,810421.151636,487.379270507,506.682914147,ABxo2b.0194.fits
15,753669.075286,813543.638365,488.845228196,507.66289016,ABxo2b.0202.fits
16,732298.246171,792876.41028,481.927939233,501.226297791,ABxo2b.0212.fits
17,729777.941821,789289.280547,481.082315777,500.082074395,ABxo2b.0228.fits
18,696405.54853,752300.627814,470.099857214,488.362224889,ABxo2b.0242.fits
19,718526.141234,776220.964403,477.409271159,495.973534309,ABxo2b.0254.fits
20,719511.064709,776642.65877,477.694908756,496.06751972,ABxo2b.0262.fits
