,hoststar,refstar,hoststar_err,refstar_err,image
0,509713.306663,550440.808523,401.820619272,417.398062482,ABxo2b.0002.fits
1,512041.665405,552711.731854,402.719621235,418.242004917,ABxo2b.0010.fits
2,602790.285219,651099.320135,436.608687473,453.612582116,ABxo2b.0018.fits
3,619677.368234,672371.695666,442.582125569,460.859890145,ABxo2b.0030.fits
4,602789.973625,649806.793344,436.556110229,453.117282922,ABxo2b.0042.fits
5,610283.984197,659141.961694,439.222852745,456.318070116,ABxo2b.0056.fits
6,562409.141318,611463.935325,421.746572862,439.590070537,ABxo2b.0066.fits
7,449724.211506,492002.429647,377.536692988,394.689573573,ABxo2b.0078.fits
8,565073.927823,618410.356174,422.677164929,442.006001524,ABxo2b.0092.fits
9,570699.064701,626805.730545,424.710854571,444.922938726,ABxo2b.0116.fits
10,551776.597379,602751.998839,417.701020604,436.403394103,ABxo2b.0136.fits
11,626577.58188,685276.72877,444.840801738,465.056344989,ABxo2b.0154.fits
12,582894.384816,636786.24905,429.13834474,448.383580256,ABxo2b.0170.fits
13,532977.366354,575209.113246,410.492265853,426.296532943,ABxo2b.0182.fits
14,664731.098997,717944.327414,458.037636412,475.888584103,ABxo2b.0194.fits
15,676669.453162,728066.444721,462.112900767,479.219201707,ABxo2b.0202.fits
16,622561.419008,673658.624074,443.371428925,461.071955906,ABxo2b.0212.fits
17,597361.123178,642207.488852,434.356589056,450.240933383,ABxo2b.0228.fits
18,534395.44454,575753.155899,411.017281659,426.486182076,ABxo2b.0242.fits
19,580841.946566,624792.042911,428.358213611,444.139392817,ABxo2b.0254.fits
20,557210.511371,595623.070576,419.599607581,433.699634485,ABxo2b.0262.fits
