,hoststar,refstar,hoststar_err,refstar_err,image
0,637109.921452,687530.800051,450.949287551,468.132858929,ABxo2b.0002.fits
1,640156.308465,691270.528591,451.991152345,469.367963271,ABxo2b.0010.fits
2,684909.041106,739858.163954,467.243804455,485.311943205,ABxo2b.0018.fits
3,696071.348224,755089.188912,470.87683624,490.115771926,ABxo2b.0030.fits
4,695825.859868,751549.944784,470.786202585,488.976054606,ABxo2b.0042.fits
5,702388.865798,760089.109308,472.934611477,491.671425947,ABxo2b.0056.fits
6,683152.258372,742909.978243,466.425619577,486.07341581,ABxo2b.0066.fits
7,617215.592645,675268.042425,443.686235229,463.723547653,ABxo2b.0078.fits
8,687767.896164,752978.598936,467.859301768,489.203662039,ABxo2b.0092.fits
9,695367.254265,764298.43834,470.305920188,492.718892134,ABxo2b.0116.fits
10,693986.166182,760207.871058,469.906873324,491.486091422,ABxo2b.0136.fits
11,729247.160469,797884.960055,481.4359359,503.271369457,ABxo2b.0154.fits
12,721270.27289,789119.518922,478.764346243,500.471595528,ABxo2b.0170.fits
13,695727.834528,752501.225496,470.309756225,488.833589749,ABxo2b.0182.fits
14,758568.906002,820800.58198,490.789444736,510.256177275,ABxo2b.0194.fits
15,762062.953916,822836.422304,491.920373859,510.898133814,ABxo2b.0202.fits
16,745285.097854,806987.401685,486.526580719,505.995440434,ABxo2b.0212.fits
17,744572.197251,805779.147975,486.26836162,505.597045596,ABxo2b.0228.fits
18,718414.573347,776475.405575,477.780758727,496.441901489,ABxo2b.0242.fits
19,735293.74226,794807.455289,483.276162889,502.189096048,ABxo2b.0254.fits
20,737309.577871,796767.865656,483.887131212,502.756382995,ABxo2b.0262.fits
