,hoststar,refstar,hoststar_err,refstar_err,image
0,676877.787695,730649.289415,466.738762165,484.439298204,ABxo2b.0002.fits
1,680639.248884,735443.372206,467.97672203,485.964890855,ABxo2b.0010.fits
2,706241.660419,763083.305632,476.460918521,494.783806509,ABxo2b.0018.fits
3,716938.191426,777707.674996,479.819522925,499.256798309,ABxo2b.0030.fits
4,722061.636236,780345.970307,481.476617169,500.074339748,ABxo2b.0042.fits
5,729235.9999,789364.474532,483.758370402,502.840905915,ABxo2b.0056.fits
6,720258.329699,783215.243645,480.704901693,500.783688676,ABxo2b.0066.fits
7,682935.029768,747115.408462,468.334573092,489.317102432,ABxo2b.0078.fits
8,726297.705433,795422.371254,482.49688146,504.430332552,ABxo2b.0092.fits
9,733777.479588,806568.193822,484.781024214,507.733436388,ABxo2b.0116.fits
10,737062.416206,807564.359966,485.934391311,508.146329118,ABxo2b.0136.fits
11,756651.700109,827632.378162,492.077092491,514.166709653,ABxo2b.0154.fits
12,757486.018294,828942.947152,492.240596926,514.471572686,ABxo2b.0170.fits
13,747421.6125,808734.204385,488.998380401,508.22484675,ABxo2b.0182.fits
14,778743.606017,843052.424391,498.911472657,518.689693531,ABxo2b.0194.fits
15,780279.735218,843034.959891,499.418790079,518.710346147,ABxo2b.0202.fits
16,773180.121021,837268.573388,497.157528739,516.939235805,ABxo2b.0212.fits
17,774734.620478,839184.468717,497.604110679,517.483292039,ABxo2b.0228.fits
18,764561.6713,827224.884956,494.41681799,513.866862968,ABxo2b.0242.fits
19,770549.925445,833586.234628,496.295821857,515.792206851,ABxo2b.0254.fits
20,771976.675524,835592.977326,496.682114564,516.334843105,ABxo2b.0262.fits
