,hoststar,refstar,hoststar_err,refstar_err,image
0,597264.311554,644532.552555,435.813093872,452.483319176,ABxo2b.0002.fits
1,599916.125256,647630.440641,436.75361121,453.54332555,ABxo2b.0010.fits
2,662067.272718,715069.315345,458.509203481,476.271947918,ABxo2b.0018.fits
3,674217.066731,731340.650556,462.570788146,481.528398711,ABxo2b.0030.fits
4,668488.183423,721467.146968,460.618737646,478.298766397,ABxo2b.0042.fits
5,674941.048599,730126.981438,462.785336025,481.102269127,ABxo2b.0056.fits
6,645800.841249,702313.426241,452.739332778,471.884350351,ABxo2b.0066.fits
7,559327.688152,611843.781592,421.718281257,440.791324395,ABxo2b.0078.fits
8,649374.880469,711152.419133,453.886957411,474.730179527,ABxo2b.0092.fits
9,656678.414177,721597.970776,456.331299638,478.091165019,ABxo2b.0116.fits
10,650077.186417,711336.531173,454.105574535,474.769164228,ABxo2b.0136.fits
11,699548.538321,765534.437433,470.804159293,492.270874047,ABxo2b.0154.fits
12,681055.747588,744541.497915,464.554982393,485.492839794,ABxo2b.0170.fits
13,643654.03331,696186.144008,451.745506721,469.594743672,ABxo2b.0182.fits
14,734423.309461,794349.694367,482.19928402,501.284385974,ABxo2b.0194.fits
15,740481.812069,799109.291544,484.176961081,502.783245089,ABxo2b.0202.fits
16,712340.783899,771258.819933,474.965534374,494.011777932,ABxo2b.0212.fits
17,706221.69072,763161.809156,472.920096091,491.417710804,ABxo2b.0228.fits
18,663260.603545,716090.648681,458.474575553,476.17712208,ABxo2b.0242.fits
19,692742.474686,747647.596337,468.43741536,486.447995033,ABxo2b.0254.fits
20,690633.903308,744231.796348,467.698701074,485.312023977,ABxo2b.0262.fits
