,hoststar,refstar,hoststar_err,refstar_err,image
0,666879.041112,719726.63655,462.58691749,480.141575015,ABxo2b.0002.fits
1,670294.824855,724208.206078,463.722112665,481.582041025,ABxo2b.0010.fits
2,700898.317957,757288.058935,473.941384422,492.217138191,ABxo2b.0018.fits
3,711647.247548,772041.042634,477.353813968,496.77155985,ABxo2b.0030.fits
4,715463.895049,773123.940239,478.593431138,497.104319778,ABxo2b.0042.fits
5,722467.441305,781972.026869,480.839414004,499.840638918,ABxo2b.0056.fits
6,710887.291633,773042.010483,476.930221782,496.912219602,ABxo2b.0066.fits
7,665398.360905,727942.470904,461.701038237,482.44390347,ABxo2b.0078.fits
8,716508.59322,784604.470675,478.62175845,500.405757964,ABxo2b.0092.fits
9,724076.376406,795921.566298,480.971014106,503.807659924,ABxo2b.0116.fits
10,726345.717554,795801.644199,481.791311831,503.863164807,ABxo2b.0136.fits
11,749898.169516,820286.54916,489.27491951,511.306980569,ABxo2b.0154.fits
12,748806.902191,819355.454568,488.835459609,510.938499209,ABxo2b.0170.fits
13,734433.476144,794619.941086,484.181048123,503.246847908,ABxo2b.0182.fits
14,773938.380674,837803.628678,496.782644004,516.511900624,ABxo2b.0194.fits
15,775838.336016,838150.234783,497.403611916,516.639802355,ABxo2b.0202.fits
16,766535.555739,830047.895635,494.438794854,514.153213346,ABxo2b.0212.fits
17,767828.402865,831484.380595,494.81049548,514.558920032,ABxo2b.0228.fits
18,754052.836919,815684.202291,490.451558956,509.739764798,ABxo2b.0242.fits
19,762383.916398,824591.295699,493.09309126,512.46138549,ABxo2b.0254.fits
20,764282.063034,826930.865097,493.639791126,513.117766457,ABxo2b.0262.fits
