,hoststar,refstar,hoststar_err,refstar_err,image
0,492102.194507,531780.299311,394.722715855,410.169306148,ABxo2b.0002.fits
1,494257.140838,533860.399461,395.569799855,410.955959472,ABxo2b.0010.fits
2,588992.787413,636741.062003,431.473839521,448.477031185,ABxo2b.0018.fits
3,607307.004003,659184.12932,438.032160148,456.21195993,ABxo2b.0030.fits
4,588494.062751,634391.70117,431.243736566,447.610026995,ABxo2b.0042.fits
5,596310.375539,643856.286851,434.060785922,450.896269959,ABxo2b.0056.fits
6,545208.485984,593025.307955,415.155014006,432.822753744,ABxo2b.0066.fits
7,429735.340645,470404.737823,368.977446825,385.858163786,ABxo2b.0078.fits
8,547772.567814,599709.518848,416.067140059,435.186168904,ABxo2b.0092.fits
9,553032.604453,607668.885206,417.9999033,437.996557874,ABxo2b.0116.fits
10,531756.846625,580910.20427,409.97430282,428.34800373,ABxo2b.0136.fits
11,610516.274935,667890.278562,439.012695731,459.033068202,ABxo2b.0154.fits
12,561912.187789,614242.820431,421.269861839,440.303836134,ABxo2b.0170.fits
13,511399.239448,551613.288968,402.027720261,417.396364225,ABxo2b.0182.fits
14,647799.413502,699727.872214,452.081882629,469.731335084,ABxo2b.0194.fits
15,660597.141186,710399.553673,456.504866414,473.286665396,ABxo2b.0202.fits
16,602154.491296,651533.402759,435.968382504,453.36476106,ABxo2b.0212.fits
17,572786.765073,614900.989584,425.26516905,440.506320697,ABxo2b.0228.fits
18,508816.46985,548293.455765,401.004312618,416.138088097,ABxo2b.0242.fits
19,556803.859939,598349.188499,419.336869188,434.579423595,ABxo2b.0254.fits
20,528196.93234,563613.839449,408.482885833,421.843017234,ABxo2b.0262.fits
