,hoststar,refstar,hoststar_err,refstar_err,image
0,674876.372747,728446.241792,465.888931142,483.5558175,ABxo2b.0002.fits
1,678554.105209,733168.165909,467.101721746,485.061543588,ABxo2b.0010.fits
2,705163.985432,761914.262026,475.933844179,494.24797281,ABxo2b.0018.fits
3,715870.361272,776563.552179,479.303652252,498.737630796,ABxo2b.0030.fits
4,720727.027805,778895.457973,480.875980872,499.4601809,ABxo2b.0042.fits
5,727869.54734,787866.281684,483.151654752,502.216783552,ABxo2b.0056.fits
6,718374.757747,781169.491888,479.92943314,499.989362355,ABxo2b.0066.fits
7,679367.578126,743172.143004,466.974980689,487.8960123,ABxo2b.0078.fits
8,724325.918789,793242.544265,481.700654099,503.604696178,ABxo2b.0092.fits
9,731834.502356,804424.927089,484.001971786,506.928818263,ABxo2b.0116.fits
10,734915.469866,805202.877579,485.088592567,507.271878023,ABxo2b.0136.fits
11,755298.269641,826159.631372,491.498954252,513.577692821,ABxo2b.0154.fits
12,755769.267754,827035.944272,491.549794071,513.753198369,ABxo2b.0170.fits
13,744812.016764,805903.156485,488.01709908,507.213686678,ABxo2b.0182.fits
14,777781.998052,842009.530254,498.468947689,518.240409059,ABxo2b.0194.fits
15,779403.625113,842060.498193,499.002848152,518.281025258,ABxo2b.0202.fits
16,771869.380097,835834.016596,496.60334376,516.369545701,ABxo2b.0212.fits
17,773372.442701,837666.629939,497.035460928,516.890020288,ABxo2b.0228.fits
18,762505.477067,824961.20916,493.623371552,513.041043313,ABxo2b.0242.fits
19,768949.581809,831815.073353,495.650040699,515.119704302,ABxo2b.0254.fits
20,770485.366632,833894.996421,496.073148525,515.687229241,ABxo2b.0262.fits
