,hoststar,refstar,hoststar_err,refstar_err,image
0,652274.829239,703848.451375,456.795562001,474.146303588,ABxo2b.0002.fits
1,655454.514379,708030.38009,457.867426358,475.509267109,ABxo2b.0010.fits
2,693140.068003,748823.876668,470.581180319,488.759285386,ABxo2b.0018.fits
3,704040.031163,763772.509137,474.087364983,493.426206337,ABxo2b.0030.fits
4,705902.924286,762628.212416,474.692664683,493.055076671,ABxo2b.0042.fits
5,712569.475043,771267.932158,476.852723683,495.754876809,ABxo2b.0056.fits
6,697287.0509,758217.796441,471.700149862,491.508343826,ABxo2b.0066.fits
7,641120.049768,701378.268909,452.619424867,473.006747387,ABxo2b.0078.fits
8,702418.052995,769020.499096,473.271297482,494.820867177,ABxo2b.0092.fits
9,709968.789023,780373.909596,475.660146023,498.292257969,ABxo2b.0116.fits
10,710586.507483,778412.370561,475.933549286,497.754664794,ABxo2b.0136.fits
11,739876.393889,809436.634589,485.382306264,507.330625405,ABxo2b.0154.fits
12,735648.296421,804839.579906,483.938079966,505.837235673,ABxo2b.0170.fits
13,715470.28342,773865.324892,477.337507688,496.10669178,ABxo2b.0182.fits
14,766668.316218,829717.742361,493.843849563,513.441269017,ABxo2b.0194.fits
15,769266.211839,830871.769879,494.686391049,513.812867034,ABxo2b.0202.fits
16,756422.212133,819093.999816,490.578792035,510.1880161,ABxo2b.0212.fits
17,756874.791372,819508.493373,490.690850284,510.287952723,ABxo2b.0228.fits
18,737251.16752,797273.503794,484.402702757,503.426052004,ABxo2b.0242.fits
19,749613.885586,810550.333214,488.374858868,507.534475612,ABxo2b.0254.fits
20,751872.0025,813024.87071,489.050767567,508.247755507,ABxo2b.0262.fits
