,hoststar,refstar,hoststar_err,refstar_err,image
0,658616.707992,710737.550503,459.283609662,476.722650315,ABxo2b.0002.fits
1,661867.895504,715060.884367,460.372809344,478.123424091,ABxo2b.0010.fits
2,696507.780352,752530.258067,472.008215134,490.240490282,ABxo2b.0018.fits
3,707333.255251,767369.19677,475.471686497,494.851532445,ABxo2b.0030.fits
4,710058.181455,767203.721247,476.358235702,494.791110561,ABxo2b.0042.fits
5,716839.818665,775920.043247,478.54595958,497.502900146,ABxo2b.0056.fits
6,703171.562369,764649.190825,473.938858503,493.829342378,ABxo2b.0066.fits
7,651473.957889,712747.867219,456.486985105,477.041401803,ABxo2b.0078.fits
8,708520.418044,775757.11585,475.565373894,497.214292123,ABxo2b.0092.fits
9,716065.358978,787156.100747,477.933563103,500.675615118,ABxo2b.0116.fits
10,717430.540703,786019.790972,478.455422605,500.404631788,ABxo2b.0136.fits
11,744236.847735,814201.399311,487.04970677,509.049437372,ABxo2b.0154.fits
12,741441.882222,811280.67726,486.067468788,508.073583663,ABxo2b.0170.fits
13,723696.352505,782886.979826,480.289282571,499.19487077,ABxo2b.0182.fits
14,769881.993704,833305.949143,495.111950186,514.773473495,ABxo2b.0194.fits
15,772128.178577,834093.741906,495.842458333,515.034003134,ABxo2b.0202.fits
16,760865.504625,823925.888409,492.246843007,511.909650733,ABxo2b.0212.fits
17,761757.662635,824853.131563,492.496195701,512.16428945,ABxo2b.0228.fits
18,744714.376016,805487.355104,487.063911967,506.218031374,ABxo2b.0242.fits
19,755273.231648,816798.468789,490.437538386,509.699244902,ABxo2b.0254.fits
20,757426.231397,819291.972285,491.073735571,510.411860247,ABxo2b.0262.fits
