,hoststar,refstar,hoststar_err,refstar_err,image
0,567794.860396,612864.781977,424.563895866,440.87983145,ABxo2b.0002.fits
1,570301.456156,615689.247591,425.477802253,441.872665752,ABxo2b.0010.fits
2,643472.63117,695178.956238,451.623625543,469.216113787,ABxo2b.0018.fits
3,656887.933693,712806.878749,456.193671781,475.009906381,ABxo2b.0030.fits
4,647306.707674,698342.447833,452.884028969,470.208614278,ABxo2b.0042.fits
5,653934.670567,707163.709239,455.151737322,473.11786253,ABxo2b.0056.fits
6,618035.229653,672108.088908,442.557377544,461.298591443,ABxo2b.0066.fits
7,520184.885392,569059.987666,406.40745714,424.827371394,ABxo2b.0078.fits
8,621124.078275,680139.227448,443.574593318,463.949981215,ABxo2b.0092.fits
9,627958.733943,689831.090048,445.922479063,467.148234447,ABxo2b.0116.fits
10,617124.051478,674973.443211,442.138415089,462.182759522,ABxo2b.0136.fits
11,676177.092342,739928.230459,462.541992121,483.653207393,ABxo2b.0154.fits
12,649225.371203,709611.120503,453.272546877,473.685277849,ABxo2b.0170.fits
13,605879.205075,655021.893295,438.01514237,455.240204322,ABxo2b.0182.fits
14,713591.357297,771480.446163,474.986996825,493.706860391,ABxo2b.0194.fits
15,721736.78219,778388.203253,477.677812299,495.905966307,ABxo2b.0202.fits
16,684582.163616,741242.610901,465.314541583,484.012000183,ABxo2b.0212.fits
17,672819.098758,726102.040298,461.316448849,479.068132605,ABxo2b.0228.fits
18,620111.843997,669083.846035,443.058739988,460.043335091,ABxo2b.0242.fits
19,657379.670526,708727.278119,456.045691,473.35264335,ABxo2b.0254.fits
20,649338.300604,698110.415718,453.245281901,469.794449698,ABxo2b.0262.fits
